Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2018-0056,1,2018-06-02,2018,6,2,2024-01-16 13:00:00,13,Av. Rivadavia 11050,Avenida,Rivadavia Av.,No,Rivadavia Av. 11050,9,Point (94825.31796080 98898.07278223),-58.51973844,-34.63918987,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,69,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Tarde
2018-0057,1,2018-06-03,2018,6,3,2024-01-16 03:30:00,3,Combate De Los Pozos Y Humberto 1°,Calle,Combate De Los Pozos,Si,Combate De Los Pozos Y Humberto 1Â°,3,Point (106436.50690531 100845.32785530),-58.39311376,-34.62163006,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,33,Balvanera y San Cristóbal.,6,Domingo,Madrugada
2018-0058,1,2018-06-03,2018,6,3,2024-01-16 06:30:00,6,Cordoba Av. Y Thames,Avenida,Cordoba Av.,Si,Cordoba Av. Y Thames,15,Point (102567.54814228 104264.87527568),-58.43531242,-34.59082159,Moto-Auto,Moto,Auto,Conductor,Masculino,26,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",6,Domingo,Mañana
2018-0059,1,2018-06-08,2018,6,8,2024-01-16 06:20:00,6,"Garay, Juan De Av. Y Sanchez De Loria",Avenida,"Garay, Juan De Av.",Si,"Garay, Juan De Av. Y Sanchez De Loria",5,Point (104724.05358972 99878.51159963),-58.41178165,-34.63035454,Moto-Movil,Moto,Otro,Conductor,Masculino,54,Almagro y Boedo.,4,Viernes,Mañana
2018-0060,1,2018-06-08,2018,6,8,2024-01-16 12:50:00,12,"Lavalle Y Alem, Leandro N. Av.",Avenida,Lavalle,Si,"Lavalle Y Alem, Leandro N. Av.",1,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,51,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Tarde
2018-0061,1,2018-06-10,2018,6,10,2024-01-16 11:15:00,11,Estados Unidos Y Pichincha,Calle,Estados Unidos,Si,Estados Unidos Y Pichincha,3,Point (105911.62147898 101065.51501699),-58.39883882,-34.61964833,Moto-Moto,Moto,Moto,Conductor,Masculino,51,Balvanera y San Cristóbal.,6,Domingo,Mañana
2018-0062,1,2018-06-14,2018,6,14,2024-01-16 01:00:00,1,Rosario Y Barco Centenera Del,Calle,Rosario,Si,Rosario Y Barco Centenera Del,6,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,32,Caballito.,3,Jueves,Madrugada
2018-0063,1,2018-06-16,2018,6,16,2024-01-16 21:15:00,21,Av. Leandro N. Alem Y Viamonte,Avenida,"Alem, Leandro N. Av.",Si,"Alem, Leandro N. Av. Y Viamonte",1,Point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,28,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Noche
2018-0064,1,2018-06-25,2018,6,25,2024-01-16 01:15:00,1,Varela Av. Y Primera Junta,Avenida,Varela Av.,Si,Varela Av. Y Primera Junta,7,Point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,Auto-Cargas,Auto,Cargas,Conductor,Masculino,30,Flores y Parque Chacabuco.,0,Lunes,Madrugada
2018-0065,1,2018-06-26,2018,6,26,2024-01-16 17:30:00,17,"Pellegrini, Carlos Y Juncal",Calle,"Pellegrini, Carlos",Si,"Pellegrini, Carlos Y Juncal",1,Point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,Moto-Cargas,Moto,Cargas,Conductor,Masculino,35,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2018-0066,1,2018-06-28,2018,6,28,2024-01-16 11:00:00,11,Av. Corrientes Y Av. Federico Lacroze,Avenida,Corrientes Av.,Si,"Corrientes Av. Y Lacroze, Federico Av.",15,Point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,73,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",3,Jueves,Mañana
2018-0067,1,2018-06-29,2018,6,29,2024-01-16 16:15:00,16,"Montes De Oca, Manuel Y Finochietto Enrique Dr.",Avenida,"Montes De Oca, Manuel Av.",Si,"Montes De Oca, Manuel Av. Y Finochietto Enrique Dr.",4,Point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,Pasajeros-Auto,Pasajeros,Auto,Pasajero_Acompañante,Femenino,81,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Tarde
2018-0068,1,2018-07-01,2018,7,1,2024-01-16 09:00:00,9,"Carabobo Av. Y Alberdi, Juan Bautista Av.",Avenida,Carabobo Av.,Si,"Carabobo Av. Y Alberdi, Juan Bautista Av.",7,Point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,Moto-Auto,Moto,Auto,Conductor,Masculino,21,Flores y Parque Chacabuco.,6,Domingo,Mañana
2018-0069,1,2018-07-04,2018,7,4,2024-01-16 21:45:00,21,Córdoba Av. 2215,Avenida,Cordoba Av.,No,Cordoba Av. 2215,2,Point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,Bicicleta-Pasajeros,Bicicleta,Pasajeros,Ciclista,Masculino,20,Recoleta.,2,Miércoles,Noche
2018-0070,1,2018-07-07,2018,7,7,2024-01-16 15:45:00,15,"Estados Unidos Y Urquiza, Gral.",Calle,Estados Unidos,Si,"Estados Unidos Y Urquiza, Gral.",3,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,33,Balvanera y San Cristóbal.,5,Sábado,Tarde
2018-0071,1,2018-07-10,2018,7,10,2024-01-16 17:50:00,17,Moreno Y Av. Huergo,Avenida,Moreno,Si,"Moreno Y Huergo, Ing. Av.",1,Point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,Moto-Cargas,Moto,Cargas,Conductor,Masculino,40,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2018-0072,1,2018-07-11,2018,7,11,2024-01-16 13:15:00,13,"Au Dellepiane Kilometro 0.0, Altura Calle Montiel, Sentido Hacia El Centro Porteño",Autopista,Autopista Dellepiane Luis Tte. Gral.,No,Autopista Dellepiane Luis Tte. Gral. Y Montiel,8,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,Moto-Cargas,Moto,Cargas,Conductor,Masculino,27,"Villa Soldati, Villa Riachuelo y Villa Lugano.",2,Miércoles,Tarde
2018-0073,1,2018-07-11,2018,7,11,2024-01-16 15:45:00,15,"Iriarte, Gral. Av. 3400",Avenida,"Iriarte, Gral. Av.",No,"Iriarte, Gral. Av. 3400",4,Point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,67,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Tarde
2018-0074,1,2018-07-14,2018,7,14,2024-01-16 06:04:00,6,Av. Juan B. Alberdi 2968,Avenida,"Alberdi, Juan Bautista Av.",No,"Alberdi, Juan Bautista Av. 2968",7,Point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,Auto-Cargas,Auto,Cargas,Conductor,Masculino,25,Flores y Parque Chacabuco.,5,Sábado,Mañana
2018-0075,1,2018-07-15,2018,7,15,2024-01-16 07:30:00,7,Del Libertador Av. Y Ortiz De Ocampo,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Ortiz De Ocampo,14,Point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,Peaton-Auto,Peaton,Auto,Peaton,Masculino,23,Palermo.,6,Domingo,Mañana
2018-0076,1,2018-07-16,2018,7,16,2024-01-16 09:30:00,9,"Chavez, Jorge Y Paz, Gral. Av.",Calle,"Chavez, Jorge",Si,"Chavez, Jorge Y Paz, Gral. Av.",9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,Auto-Cargas,Auto,Cargas,Conductor,Masculino,73,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Mañana
2018-0077,1,2018-07-16,2018,7,16,2024-01-16 23:15:00,23,"Urquiza, Gral. Y Estados Unidos",Calle,"Urquiza, Gral.",Si,"Urquiza, Gral. Y Estados Unidos",3,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,Auto-Cargas,Auto,Cargas,Conductor,Masculino,58,Balvanera y San Cristóbal.,0,Lunes,Noche
2018-0078,1,2018-07-21,2018,7,21,2024-01-16 06:15:00,6,Paraguay Y Sánchez De Bustamante,Calle,Paraguay,Si,Paraguay Y Sanchez De Bustamante,2,Point (104647.18963470 103830.17880585),-58.41264127,-34.59473294,Peaton-Auto,Peaton,Auto,Peaton,Masculino,27,Recoleta.,5,Sábado,Mañana
2018-0079,1,2018-07-23,2018,7,23,2024-01-16 07:15:00,7,"De Los Corrales Av. Y Paz, Gral. Av.",Gral Paz,De Los Corrales Av.,Si,"De Los Corrales Av. Y Paz, Gral. Av.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,40,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Mañana
2018-0080,1,2018-07-25,2018,7,25,2024-01-16 22:22:00,22,"Alberdi, Juan Bautista Av. Y Carhue",Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Carhue",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,Peaton-Auto,Peaton,Auto,Peaton,Masculino,26,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Noche
2018-0081,1,2018-07-29,2018,7,29,2024-01-16 06:30:00,6,Castañares Av. Y Rivera Indarte Av.,Avenida,Castanares Av.,Si,Castaã‘Ares Av. Y Rivera Indarte Av.,7,Point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,Multiple,Peaton,Multiple,Peaton,Masculino,35,Flores y Parque Chacabuco.,6,Domingo,Mañana
2018-0082,1,2018-08-01,2018,8,1,2024-01-16 15:53:00,15,"Larrazabal Y Garzon, Eugenio, Gral. Av.",Avenida,Larrazabal,Si,"Larrazabal Y Garzon, Eugenio, Gral. Av.",9,Point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,Moto-Cargas,Moto,Cargas,Conductor,Femenino,17,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Tarde
2018-0083,1,2018-08-02,2018,8,2,2024-01-16 05:20:00,5,"Paz, Gral. Av. Y Fernandez De La Cruz, F., Gral. Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Fernandez De La Cruz, F., Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Moto-Cargas,Moto,Cargas,Conductor,Masculino,40,"Villa Soldati, Villa Riachuelo y Villa Lugano.",3,Jueves,Madrugada
2018-0084,1,2018-08-03,2018,8,3,2024-01-16 07:25:00,7,Av. Alicia Moreau De Justo Y Cochabamba,Avenida,"Moreau De Justo, Alicia Av.",Si,"Moreau De Justo, Alicia Av. Y Cochabamba",1,Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,45,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Mañana
2018-0085,2,2018-08-03,2018,8,3,2024-01-16 18:16:00,18,"Entre Rios Av. Y Garay, Juan De Av.",Avenida,Entre Rios Av.,Si,"Entre Rios Av. Y Garay, Juan De Av.",3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,Moto-Pasajeros,Moto,Pasajeros,Pasajero_Acompañante,Femenino,22,Balvanera y San Cristóbal.,4,Viernes,Noche
2018-0085,2,2018-08-03,2018,8,3,2024-01-16 18:16:00,18,"Entre Rios Av. Y Garay, Juan De Av.",Avenida,Entre Rios Av.,Si,"Entre Rios Av. Y Garay, Juan De Av.",3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,30,Balvanera y San Cristóbal.,4,Viernes,Noche
2018-0086,1,2018-08-10,2018,8,10,2024-01-16 21:44:00,21,Directorio Av. Y Guardia Nacional,Avenida,Directorio Av.,Si,Directorio Av. Y Guardia Nacional,9,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,40,"Liniers, Mataderos y Parque Avellaneda.",4,Viernes,Noche
2018-0087,1,2018-08-15,2018,8,15,2024-01-16 19:20:00,19,Pavon Av. Y Colombres,Avenida,Pavon Av.,Si,Pavon Av. Y Colombres,5,Point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,75,Almagro y Boedo.,2,Miércoles,Noche
2018-0088,1,2018-08-17,2018,8,17,2024-01-16 16:36:00,16,Av. Gral. Paz Y Av. Dr. Ricardo Balbín,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,Moto-Cargas,Moto,Cargas,Conductor,Masculino,40,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",4,Viernes,Tarde
2018-0089,1,2018-08-17,2018,8,17,2024-01-16 17:56:00,17,Pichincha Av. Y Brasil,Avenida,Pichincha Av.,Si,Pichincha Av. Y Brasil,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,80,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Tarde
2018-0090,1,2018-08-18,2018,8,18,2024-01-16 10:34:00,10,27 De Febrero Av. Y Pergamino,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Pergamino,8,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,Moto-Auto,Moto,Auto,Conductor,Masculino,27,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Mañana
2018-0091,1,2018-08-19,2018,8,19,2024-01-16 18:47:00,18,Au Perito Moreno Km 1.8 Altura Barragan Sentido Pba,Autopista,Autopista Perito Moreno,Si,Autopista Perito Moreno Y Barragan,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,Auto-Auto,Auto,Auto,Pasajero_Acompañante,Femenino,23,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Noche
2018-0092,1,2018-08-20,2018,8,20,2024-01-16 08:20:00,8,Cordoba Av. Y Gascon,Avenida,Cordoba Av.,Si,Cordoba Av. Y Gascon,14,Point (103662.91363929 103496.49206019),-58.4233693,-34.59774487,Moto-Auto,Moto,Auto,Conductor,Masculino,23,Palermo.,0,Lunes,Mañana
2018-0093,1,2018-08-20,2018,8,20,2024-01-16 08:41:00,8,15 De Noviembre De 1889 1513,Calle,15 De Noviembre De 1889,No,15 De Noviembre De 1889 1513,1,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,24,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Mañana
2018-0094,1,2018-08-23,2018,8,23,2024-01-16 05:35:00,5,"Salguero, Jeronimo Y Beruti",Calle,"Salguero, Jeronimo",Si,"Salguero, Jeronimo Y Beruti",14,Point (104734.93787233 104821.22705013),-58.4116902,-34.5857988,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,32,Palermo.,3,Jueves,Madrugada
2018-0095,1,2018-08-26,2018,8,26,2024-01-16 00:59:00,0,"Lacarra Av. Y Dellepiane, Luis, Tte. Gral.",Avenida,Lacarra Av.,Si,"Lacarra Av. Y Dellepiane, Luis, Tte. Gral.",9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,Auto-Auto,Auto,Auto,Pasajero_Acompañante,Femenino,49,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Madrugada
2018-0096,1,2018-08-31,2018,8,31,2024-01-16 22:20:00,22,"Au Héctor J. Cámpora Y Roca, Cnel. Av.",Autopista,Autopista Presidente H?Ctor J. C?Mpora,Si,"Autopista Presidente Hã‰Ctor J. CãMpora Y Roca, Cnel. Av.",8,Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,Peaton-Auto,Peaton,Auto,Peaton,Masculino,39,"Villa Soldati, Villa Riachuelo y Villa Lugano.",4,Viernes,Noche
2018-0097,1,2018-09-02,2018,9,2,2024-01-16 10:50:00,10,Av. Varela Y Av. Int. Francisco Rabanal,Avenida,Varela Av.,Si,"Varela Av. Y Rabanal, Francisco, Intendente Av.",8,Point (102819.52927414 96448.46140692),-58.43254025,-34.66128115,Auto-Movil,Auto,Otro,Conductor,Femenino,35,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Mañana
2018-0098,2,2018-09-09,2018,9,9,2024-01-16 05:00:00,5,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Beron De Astrada",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,Auto-Auto,Auto,Auto,Conductor,Masculino,55,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2018-0098,2,2018-09-09,2018,9,9,2024-01-16 05:00:00,5,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Beron De Astrada",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,Auto-Auto,Auto,Auto,Pasajero_Acompañante,Masculino,54,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2018-0099,1,2018-09-12,2018,9,12,2024-01-16 14:25:00,14,Rivadavia Av. Y Pedernera,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Pedernera,7,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,18,Flores y Parque Chacabuco.,2,Miércoles,Tarde
2018-0100,1,2018-09-20,2018,9,20,2024-01-16 10:30:00,10,Elvira Rawson De Dellepiane 150,Avenida,"Rawson De Dellepiane, Elvira Av.",No,"Rawson De Dellepiane, Elvira Av. 150",1,Point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,Moto-Auto,Moto,Auto,Conductor,Femenino,33,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",3,Jueves,Mañana
2018-0101,1,2018-09-21,2018,9,21,2024-01-16 00:15:00,0,"Paz, Gral. Av. Y Zapiola",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Zapiola",12,Point (98376.44189669 109821.71138325),-58.48098594,-34.5407313,Multiple,Auto,Multiple,Conductor,Masculino,40,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",4,Viernes,Madrugada
2018-0102,1,2018-09-21,2018,9,21,2024-01-16 00:30:00,0,Famatina Y Diogenes Taborda,Calle,Famatina,Si,"Famatina Y Taborda, Diogenes",4,Point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,Moto-Auto,Moto,Auto,Conductor,Masculino,20,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Madrugada
2018-0103,1,2018-09-27,2018,9,27,2024-01-16 17:51:00,17,Av. Castañares Y Bonorino,Avenida,Casta?Ares Av.,Si,"Castaã‘Ares Av. Y Bonorino, Esteban, Cnel. Av.",7,Point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,Peaton-Moto,Peaton,Moto,Peaton,Masculino,1,Flores y Parque Chacabuco.,3,Jueves,Tarde
2018-0104,1,2018-10-01,2018,10,1,2024-01-16 08:58:00,8,Au Frondizi 9 De Julio Sur Y Av. Suarez,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,Si,Autopista 1 Sur Presidente Arturo Frondizi Y Suarez Av.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,Moto-Moto,Moto,Moto,Conductor,Masculino,22,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Mañana
2018-0105,1,2018-10-03,2018,10,3,2024-01-16 18:12:00,18,Nazca Av. Y Rivadavia Av.,Avenida,Nazca Av.,Si,Nazca Av. Y Rivadavia Av.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,56,Flores y Parque Chacabuco.,2,Miércoles,Noche
2018-0106,1,2018-10-04,2018,10,4,2024-01-16 22:02:00,22,"Figueroa Alcorta, Pres. Av. Y Echeverria",Avenida,"Figueroa Alcorta, Pres. Av.",Si,"Figueroa Alcorta, Pres. Av. Y Echeverria",13,Point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,Moto-Moto,Moto,Moto,Conductor,Masculino,27,"Núñez, Belgrano y Colegiales.",3,Jueves,Noche
2018-0107,1,2018-10-06,2018,10,6,2024-01-16 14:20:00,14,Rivadavia Av. Y Jujuy Av.,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Jujuy Av.,3,Point (105258.35368554 102122.93231400),-58.4059686,-34.61011987,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,62,Balvanera y San Cristóbal.,5,Sábado,Tarde
2018-0108,1,2018-10-09,2018,10,9,2024-01-16 14:00:00,14,"De Los Italianos Av. Y Guemes, Macacha",Avenida,De Los Italianos Av.,Si,"De Los Italianos Av. Y Guemes, Macacha",1,Point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,Moto-Auto,Moto,Auto,Conductor,Masculino,37,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2018-0109,1,2018-10-10,2018,10,10,2024-01-16 22:12:00,22,"Tucuman Y Alem, Leandro N. Av.",Avenida,Tucuman,Si,"Tucuman Y Alem, Leandro N. Av.",1,Point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,34,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Noche
2018-0110,1,2018-10-13,2018,10,13,2024-01-16 03:05:00,3,"Corrientes Av. Y Gallardo, Angel Av.",Avenida,Corrientes Av.,Si,"Corrientes Av. Y Gallardo, Angel Av.",15,Point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,Peaton-Moto,Peaton,Moto,Peaton,Masculino,60,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",5,Sábado,Madrugada
2018-0111,1,2018-10-19,2018,10,19,2024-01-16 12:13:00,12,Au Perito Moreno Y Av. Eva Perón Sentido Centro,Autopista,Autopista Perito Moreno,No,"Autopista Perito Moreno & Peron, Eva  Av.",9,Point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,Moto-Cargas,Moto,Cargas,Conductor,Masculino,28,"Liniers, Mataderos y Parque Avellaneda.",4,Viernes,Tarde
2018-0112,1,2018-10-24,2018,10,24,2024-01-16 09:18:00,9,Muñecas Y Serrano,Calle,Mu?Ecas,Si,Muã‘Ecas Y Serrano,15,Point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,Moto-Cargas,Moto,Cargas,Conductor,Femenino,28,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",2,Miércoles,Mañana
2018-0113,1,2018-10-25,2018,10,25,2024-01-16 11:00:00,11,"Artigas, Jose Gervasio, Gral. Y Tres Arroyos",Calle,"Artigas, Jose Gervasio, Gral.",Si,"Artigas, Jose Gervasio, Gral. Y Tres Arroyos",11,Point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,Moto-Cargas,Moto,Cargas,Conductor,Masculino,20,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",3,Jueves,Mañana
2018-0114,1,2018-10-30,2018,10,30,2024-01-16 02:15:00,2,Solis E Independencia Av.,Avenida,Solis,Si,Solis E Independencia Av.,1,Point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,Moto-Auto,Moto,Auto,Conductor,Masculino,23,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Madrugada
2018-0115,1,2018-10-31,2018,10,31,2024-01-16 12:30:00,12,"Bosch, Ventura Y Paz, Gral. Av.",Calle,"Bosch, Ventura",Si,"Bosch, Ventura Y Paz, Gral. Av.",9,Point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,42,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Tarde
2018-0116,1,2018-11-01,2018,11,1,2024-01-16 10:50:00,10,"Paz, Gral. Av. 14800",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 14800",8,Point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,48,"Villa Soldati, Villa Riachuelo y Villa Lugano.",3,Jueves,Mañana
2018-0117,1,2018-11-04,2018,11,4,2024-01-16 08:15:00,8,Av. Eva Perón 5321,Avenida,"Peron, Eva Av.",No,"Peron, Eva Av. 5321",9,Point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,Moto-Moto,Moto,Moto,Conductor,Masculino,30,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Mañana
2018-0118,1,2018-11-05,2018,11,5,2024-01-16 14:49:00,14,"Peron, Juan Domingo, Tte. General Y Pueyrredon Av.",Avenida,"Peron, Juan Domingo, Tte. General",Si,"Peron, Juan Domingo, Tte. General Y Pueyrredon Av.",3,Point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,Peaton-Moto,Peaton,Moto,Peaton,Femenino,80,Balvanera y San Cristóbal.,0,Lunes,Tarde
2018-0119,1,2018-11-05,2018,11,5,2024-01-16 22:35:00,22,Rabanal Y San Pedrito,Avenida,"Rabanal, Francisco, Intendente Av.",Si,"Rabanal, Francisco, Intendente Av. Y San Pedrito",8,Point (102489.86457298 96266.15892101),-58.43613623,-34.66292532,Peaton-Sd,Peaton,Sd,Peaton,Femenino,32,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Noche
2018-0120,1,2018-11-09,2018,11,9,2024-01-16 13:34:00,13,Monroe Y Alvarez Thomas Av.,Avenida,Monroe,Si,Monroe Y Alvarez Thomas Av.,12,Point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,Peaton-Auto,Peaton,Auto,Peaton,Femenino,51,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",4,Viernes,Tarde
2018-0121,1,2018-11-09,2018,11,9,2024-01-16 16:32:00,16,Rivadavia Av. Y Manzoni,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Manzoni,10,Point (96684.78779898 99093.85665638),-58.49945705,-34.6374328,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,72,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",4,Viernes,Tarde
