Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2020-0071,1,2020-12-17,2020,12,17,2024-01-16 23:00:00,23,San Pedrito Av. Y Directorio Av.,Avenida,San Pedrito Av.,Si,San Pedrito Av. Y Directorio Av.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Peaton-Auto,Peaton,Auto,Peaton,Masculino,4,Flores y Parque Chacabuco.,3,Jueves,Noche
2020-0072,1,2020-12-19,2020,12,19,2024-01-16 03:30:00,3,"Jujuy Av. Y Carlos, Calvo",Avenida,Jujuy Av.,Si,"Jujuy Av. Y Calvo, Carlos",3,Point (105547.81747951 100901.07129086),-58.40280471,-34.62113271,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,42,Balvanera y San Cristóbal.,5,Sábado,Madrugada
2020-0073,1,2020-12-20,2020,12,20,2024-01-16 07:40:00,7,27 De Febrero Av. Y Escalada Av.,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,56,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Mañana
2020-0074,1,2020-12-20,2020,12,20,2024-01-16 21:00:00,21,Bogota Y Nazca Av.,Avenida,Bogota,Si,Bogota Y Nazca Av.,7,Point (99284.33566289 100204.74520997),-58.47110424,-34.62742408,Auto-Auto,Auto,Auto,Conductor,Masculino,39,Flores y Parque Chacabuco.,6,Domingo,Noche
2020-0075,1,2020-12-23,2020,12,23,2024-01-16 14:00:00,14,Corrientes Av. Y 9 De Julio Av.,Avenida,Corrientes Av.,Si,Corrientes Av. Y 9 De Julio Av.,1,Point (107438.10136119 102829.30417800),-58.38220928,-34.60373898,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,23,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Tarde
2020-0076,1,2020-12-24,2020,12,24,2024-01-16 12:30:00,12,Alvarez Jonte Av. Y Chivilcoy,Avenida,Alvarez Jonte Av.,Si,Alvarez Jonte Av. Y Chivilcoy,10,Point (96822.61133430 101510.32578499),-58.49794468,-34.61565025,Auto-Pasajeros,Auto,Pasajeros,Conductor,Femenino,78,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",3,Jueves,Tarde
2020-0077,2,2020-12-25,2020,12,25,2024-01-16 06:40:00,6,San Martin Av. Y Punta Arenas,Avenida,San Martin Av.,Si,San Martin Av. Y Punta Arenas,15,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,Moto-Auto,Moto,Auto,Conductor,Femenino,30,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",4,Viernes,Mañana
2020-0077,2,2020-12-25,2020,12,25,2024-01-16 06:40:00,6,San Martin Av. Y Punta Arenas,Avenida,San Martin Av.,Si,San Martin Av. Y Punta Arenas,15,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,Moto-Auto,Moto,Auto,Pasajero_Acompañante,Femenino,24,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",4,Viernes,Mañana
2020-0078,1,2020-12-25,2020,12,25,2024-01-16 05:50:00,5,Barco Centenera Del 1118,Calle,Barco Centenera Del,No,Barco Centenera Del 1118,7,Point (102405.37940842 99677.09327308),-58.43706741,-34.63217813,Bicicleta-Pasajeros,Bicicleta,Pasajeros,Ciclista,Masculino,26,Flores y Parque Chacabuco.,4,Viernes,Madrugada
2020-0079,1,2020-12-27,2020,12,27,2024-01-16 04:15:00,4,"Paz, Gral. Av. Y Acceso Norte - Panamericana",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,28,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",6,Domingo,Madrugada
2021-0001,1,2021-01-06,2021,1,6,2024-01-16 18:00:00,18,Au Frondizi Km. 3,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Au Frondizi Km. 3,1,Point (107674.71781880 100334.26713627),-58.37960727,-34.62622851,Moto-Auto,Moto,Auto,Conductor,Masculino,36,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Noche
2021-0002,1,2021-01-07,2021,1,7,2024-01-16 10:20:00,10,"Castro, Emilio Av. Y Murguiondo",Avenida,"Castro, Emilio Av.",Si,"Castro, Emilio Av. Y Murguiondo",9,Point (95662.77651946 97729.83483715),-58.51061062,-34.64972472,Moto-Cargas,Moto,Cargas,Conductor,Femenino,47,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Mañana
2021-0003,1,2021-01-10,2021,1,10,2024-01-16 07:40:00,7,"Au 25 De Mayo Km. 3,7",Autopista,Autopista 25 De Mayo,No,Autopista 25 De Mayo Km. 3.7,7,Point (103005.63484321 99983.28177809),-58.43052224,-34.62941648,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,27,Flores y Parque Chacabuco.,6,Domingo,Mañana
2021-0004,1,2021-01-11,2021,1,11,2024-01-16 09:12:18,9,Caseros Av. Y Guarani,Avenida,Caseros Av.,Si,Caseros Av. Y Guarani,5,Point (104469.26511938 98956.35144845),-58.41455544,-34.63866836,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,61,Almagro y Boedo.,0,Lunes,Mañana
2021-0005,1,2021-01-11,2021,1,11,2024-01-16 21:30:00,21,"Peron, Eva Av. 3800",Avenida,"Peron, Eva Av.",No,"Peron, Eva Av. 3800",9,Point (99592.54465207 97999.69053974),-58.46774439,-34.64730145,Peaton-Auto,Peaton,Auto,Peaton,Masculino,73,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Noche
2021-0006,1,2021-01-12,2021,1,12,2024-01-16 21:00:00,21,Au Illia Y Sarmiento Av.,Autopista,Autopista Arturo Illia,Si,Autopista Arturo Illia Y Sarmiento Av.,14,Point (105087.20771949 106876.69794004),-58.40786274,-34.56726817,Moto-Cargas,Moto,Cargas,Pasajero_Acompañante,Femenino,23,Palermo.,1,Martes,Noche
2021-0007,1,2021-01-18,2021,1,18,2024-01-16 10:00:00,10,De Los Constituyentes Av. Y Giribone,Avenida,De Los Constituyentes Av.,Si,De Los Constituyentes Av. Y Giribone,15,Point (97784.94977398 104775.10084109),-58.48744301,-34.58622275,Moto-Moto,Moto,Moto,Conductor,Masculino,84,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",0,Lunes,Mañana
2021-0008,1,2021-01-22,2021,1,22,2024-01-16 23:30:00,23,"Saenz Av. Y Rabanal, Francisco, Intendente Av.",Avenida,Saenz Av.,Si,"Saenz Av. Y Rabanal, Francisco, Intendente Av.",4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,28,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Noche
2021-0009,1,2021-01-23,2021,1,23,2024-01-16 05:30:00,5,Paysandu Y Gaona,Avenida,Paysandu,Si,Paysandu Y Gaona Av.,6,Point (100897.78829476 101987.96413026),-58.45351111,-34.61134937,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,31,Caballito.,5,Sábado,Madrugada
2021-0010,1,2021-01-23,2021,1,23,2024-01-16 08:00:00,8,"Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,Moto-Auto,Moto,Auto,Conductor,Masculino,28,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",5,Sábado,Mañana
2021-0011,1,2021-01-27,2021,1,27,2024-01-16 01:04:26,1,Santa Fe Av. 1675,Avenida,Santa Fe Av.,No,Santa Fe Av. 1675,2,Point (106591.90146932 103727.42053338),-58.39144148,-34.59564871,Peaton-Auto,Peaton,Auto,Peaton,Masculino,21,Recoleta.,2,Miércoles,Madrugada
2021-0012,1,2021-01-29,2021,1,29,2024-01-16 20:07:22,20,Au Dellepiane Y Guamini,Autopista,"Dellepiane, Luis, Tte. Gral.",Si,"Dellepiane, Luis, Tte. Gral. Y Guamini",8,Point (98294.52407931 93943.96825453),-58.48191128,-34.68385968,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,"Villa Soldati, Villa Riachuelo y Villa Lugano.",4,Viernes,Noche
2021-0013,1,2021-01-31,2021,1,31,2024-01-16 06:10:00,6,"Falcon, Ramon L., Cnel. Y Olivera Av.",Avenida,"Falcon, Ramon L.,Cnel.",Si,"Falcon, Ramon L.,Cnel. Y Olivera Av.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,41,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",6,Domingo,Mañana
2021-0014,1,2021-02-02,2021,2,2,2024-01-16 00:50:00,0,San Martin Av. Y Nogoya,Avenida,San Martin Av.,Si,San Martin Av. Y Nogoya,15,Point (98166.49822882 103491.41769625),-58.48328708,-34.59779521,Peaton-Auto,Peaton,Auto,Peaton,Masculino,28,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",1,Martes,Madrugada
2021-0015,1,2021-02-06,2021,2,6,2024-01-16 03:05:00,3,San Martin Av. Y Tinogasta,Avenida,San Martin Av.,Si,San Martin Av. Y Tinogasta,15,Point (97533.67858226 103551.76003520),-58.49018543,-34.5972499,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,26,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",5,Sábado,Madrugada
2021-0016,1,2021-02-14,2021,2,14,2024-01-16 05:50:00,5,"Fernandez De La Cruz, F., Gral. Av. Y De La Torre, Lisandro",Avenida,"Fernandez De La Cruz, F., Gral. Av.",Si,"Fernandez De La Cruz, F., Gral. Av. Y De La Torre, Lisandro",8,Point (99175.17507833 93836.79626465),-58.47230127,-34.68482689,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,22,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2021-0017,1,2021-02-17,2021,2,17,2024-01-16 04:10:00,4,Salta Y Caseros Av.,Avenida,Salta,Si,Salta Y Caseros Av.,1,Point (107397.40269295 99729.43717725),-58.38262614,-34.63168269,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,33,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Madrugada
2021-0018,1,2021-02-20,2021,2,20,2024-01-16 19:00:00,19,"Jaures, Jean Y Peron, Juan Domingo, Tte. General",Calle,"Jaures, Jean",Si,"Jaures, Jean Y Peron, Juan Domingo, Tte. General",3,Point (104845.36965581 102365.51025993),-58.41047268,-34.60793518,Peaton-Auto,Peaton,Auto,Peaton,Masculino,36,Balvanera y San Cristóbal.,5,Sábado,Noche
2021-0019,1,2021-02-21,2021,2,21,2024-01-16 01:20:00,1,"Triunvirato Av. Y Larralde, Crisologo Av.",Avenida,Triunvirato Av.,Si,"Triunvirato Av. Y Larralde, Crisologo Av.",12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,30,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",6,Domingo,Madrugada
2021-0020,1,2021-02-21,2021,2,21,2024-01-16 15:00:00,15,Potosi Y Gascon,Calle,Potosi,Si,Potosi Y Gascon,5,Point (103546.90832431 102439.67271563),-58.42462955,-34.60727189,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,51,Almagro y Boedo.,6,Domingo,Tarde
2021-0021,1,2021-02-26,2021,2,26,2024-01-16 05:30:00,5,"Yrigoyen, Hipolito Y  24 De Noviembre",Calle,"Yrigoyen, Hipolito",Si,"Yrigoyen, Hipolito Y 24 De Noviembre",3,Point (104734.09567654 101930.58983096),-58.41168345,-34.61185625,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,39,Balvanera y San Cristóbal.,4,Viernes,Madrugada
2021-0022,1,2021-02-28,2021,2,28,2024-01-16 12:00:00,12,Del Libertador Av. Y Roosevelt Franklin D.,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Roosevelt Franklin D.,13,Point (101075.92147827 108552.55000854),-58.45157681,-34.55217303,Pasajeros-Sd,Pasajeros,Sd,Pasajero_Acompañante,Masculino,68,"Núñez, Belgrano y Colegiales.",6,Domingo,Tarde
2021-0023,1,2021-03-01,2021,3,1,2024-01-16 09:20:00,9,"Au Buenos Aires La Plata  Km 4,5",Autopista,Autopista Buenos Aires - La Plata,No,"Au Buenos Aires La Plata  Km 4,5",4,Point (0 0),0.0,0.0,Moto-Cargas,Moto,Cargas,Conductor,Masculino,24,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Mañana
2021-0024,1,2021-03-03,2021,3,3,2024-01-16 16:30:00,16,"Peron, Eva Av. Y Piedra Buena Av",Avenida,"Peron, Eva Av.",Si,"Peron, Eva Av. Y Piedra Buena Av.",9,Point (97027.10745715 95474.44134863),-58.49573651,-34.67006054,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Masculino,5,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Tarde
2021-0025,1,2021-03-11,2021,3,11,2024-01-16 03:45:00,3,"Paz, Gral. Av. Y Dellepiane, Luis, Tte. Gral",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Autopista Dellepiane Luis Tte. Gral.",8,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,Moto-Otro,Moto,Otro,Conductor,Masculino,37,"Villa Soldati, Villa Riachuelo y Villa Lugano.",3,Jueves,Madrugada
2021-0026,1,2021-03-15,2021,3,15,2024-01-16 02:35:00,2,"Au Frondizi Altura Quinquela Martin, Benito",Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,"Autopista 1 Sur Presidente Arturo Frondizi Y Quinquela Martin, Benito",4,Point (108038.11136985 98307.74373426),-58.37562539,-34.64449357,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,36,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Madrugada
2021-0027,1,2021-03-16,2021,3,16,2024-01-16 15:30:00,15,"Paz, Gral. Av. Y Donado",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Donado",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Moto-Cargas,Moto,Cargas,Conductor,Femenino,19,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",1,Martes,Tarde
2021-0028,1,2021-03-29,2021,3,29,2024-01-16 17:20:00,17,"Corea Av. Y Torres Y Tenorio, Pres",Avenida,Corea Av.,Si,"Corea Av. Y Torres Y Tenorio, Pres.",7,Point (102000.84898999 98412.66166222),-58.44147621,-34.64357704,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,40,Flores y Parque Chacabuco.,0,Lunes,Tarde
2021-0029,1,2021-03-31,2021,3,31,2024-01-16 18:05:00,18,"Falcon, Ramon L., Cnel. Y San Pedrito Av.",Avenida,"Falcon, Ramon L.,Cnel.",Si,"Falcon, Ramon L.,Cnel. Y San Pedrito Av.",7,Point (99478.13530470 99680.01615001),-58.46899119,-34.63215432,Auto-Auto,Auto,Auto,Conductor,Masculino,26,Flores y Parque Chacabuco.,2,Miércoles,Noche
2021-0030,1,2021-04-03,2021,4,3,2024-01-16 18:30:00,18,Finochietto Enrique Dr. 1623,Calle,Finochietto Enrique Dr.,No,Finochietto Enrique Dr. 1623,4,Point (107009.29363805 99410.79524854),-58.38685612,-34.63455776,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,36,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",5,Sábado,Noche
2021-0031,1,2021-04-07,2021,4,7,2024-01-16 10:29:00,10,9 De Julio Av. E Independencia Av.,Avenida,9 De Julio Av.,Si,9 De Julio Av. E Independencia Av.,1,Point (107535.23922218 101285.66809968),-58.38113667,-34.61765323,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,68,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Mañana
2021-0032,1,2021-04-10,2021,4,10,2024-01-16 19:55:00,19,"Au Cantilo Y Guiraldes, Int.",Autopista,"Cantilo, Int.",Si,"Cantilo, Int. Y Guiraldes, Int.",13,Point (102035.21425502 109304.90133530),-58.44112678,-34.54538956,Peaton-Moto,Peaton,Moto,Peaton,Masculino,60,"Núñez, Belgrano y Colegiales.",5,Sábado,Noche
2021-0033,1,2021-04-14,2021,4,14,2024-01-16 17:50:00,17,Au 25 De Mayo Altura Bajada Boedo Av.,Autopista,Autopista 25 De Mayo,No,Autopista 25 De Mayo Y Boedo Av.,5,Point (104341.13684161 100202.74307433),-58.41595919,-34.62743346,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,33,Almagro y Boedo.,2,Miércoles,Tarde
2021-0034,1,2021-04-19,2021,4,19,2024-01-16 14:40:00,14,"Alcorta, Amancio Av. Y Zavaleta",Avenida,"Alcorta, Amancio Av.",Si,"Alcorta, Amancio Av. Y Zavaleta",4,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,Moto-Cargas,Moto,Cargas,Pasajero_Acompañante,Femenino,26,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Tarde
2021-0035,1,2021-05-03,2021,5,3,2024-01-16 09:20:00,9,"Janer, Ana Maria Y Lafuente Av.",Avenida,"Janer, Ana Maria",Si,"Janer, Ana Maria Y Lafuente Av.",8,Point (101547.14246919 96946.08308197),-58.44642231,-34.65679806,Moto-Cargas,Moto,Cargas,Conductor,Masculino,24,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Mañana
2021-0036,1,2021-05-09,2021,5,9,2024-01-16 06:00:00,6,"Paz, Gral. Av. Y Mosconi General Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Mosconi General Av.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,36,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",6,Domingo,Mañana
2021-0037,1,2021-05-11,2021,5,11,2024-01-16 07:10:00,7,"Monroe Y Balbin, Ricardo, Dr. Av.",Avenida,Monroe,Si,"Monroe Y Balbin, Ricardo, Dr. Av.",13,Point (99707.12636872 107441.30935745),-58.46649069,-34.56219075,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,58,"Núñez, Belgrano y Colegiales.",1,Martes,Mañana
2021-0038,1,2021-05-14,2021,5,14,2024-01-16 11:40:00,11,"Justo, Juan B. Av. Y Santa Fe Av.",Avenida,"Justo, Juan B. Av.",Si,"Justo, Juan B. Av. Y Santa Fe Av.",14,Point (103373.45116327 105668.33246254),-58.42653328,-34.57816791,Moto-Cargas,Moto,Cargas,Conductor,Femenino,44,Palermo.,4,Viernes,Mañana
2021-0039,1,2021-05-15,2021,5,15,2024-01-16 12:09:00,12,"Oliden Y Alberdi, Juan Bautista Av.",Avenida,Oliden,Si,"Oliden Y Alberdi, Juan Bautista Av.",9,Point (96262.45081883 97363.01985851),-58.50407099,-34.65303372,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,86,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Tarde
2021-0040,1,2021-05-20,2021,5,20,2024-01-16 05:50:00,5,"Paz, Gral. Av. Y Del Libertador Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Moto-Auto,Moto,Auto,Conductor,Masculino,27,"Núñez, Belgrano y Colegiales.",3,Jueves,Madrugada
2021-0041,1,2021-05-20,2021,5,20,2024-01-16 08:30:00,8,Del Libertador Av. Y Casares Av.,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Casares Av.,14,Point (104902.75332390 105766.08933002),-58.40986646,-34.5772806,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,75,Palermo.,3,Jueves,Mañana
2021-0042,1,2021-05-21,2021,5,21,2024-01-16 05:00:00,5,Rivadavia Av. 10900,Avenida,Rivadavia Av.,No,Rivadavia Av. 10900,9,Point (95040.52119933 98883.98738744),-58.51739138,-34.63931792,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,39,"Liniers, Mataderos y Parque Avellaneda.",4,Viernes,Madrugada
2021-0043,1,2021-05-22,2021,5,22,2024-01-16 18:26:00,18,"Alberdi, Juan Bautista Av. Y Pilar",Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Pilar",9,Point (95975.76718859 97082.39835843),-58.50719962,-34.65556223,Peaton-Auto,Peaton,Auto,Peaton,Masculino,50,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Noche
2021-0044,1,2021-05-25,2021,5,25,2024-01-16 02:00:00,2,"Peron, Eva Av. Y Acosta, Mariano",Avenida,"Peron, Eva Av.",Si,"Peron, Eva Av. Y Acosta, Mariano",9,Point (99649.49576145 98143.82203448),-58.46712311,-34.64600222,Moto-Objeto Fijo,Moto,Objeto Fijo,Pasajero_Acompañante,Masculino,21,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Madrugada
2021-0045,1,2021-05-26,2021,5,26,2024-01-16 17:24:00,17,Au Frondizi Y Suarez Av.,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi Y Suarez Av.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,Multiple,Moto,Multiple,Conductor,Masculino,22,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Tarde
2021-0046,1,2021-05-31,2021,5,31,2024-01-16 02:00:00,2,El Cano Av. Y Guzman Av.,Avenida,Elcano Av.,Si,Elcano Av. Y Guzman Av.,15,Point (100272.31336486 104833.49710745),-58.46033141,-34.58569883,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Masculino,20,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",0,Lunes,Madrugada
2021-0047,1,2021-06-02,2021,6,2,2024-01-16 16:00:00,16,"Vedia, Agustin De Y Rabanal, Francisco, Intendente Av.",Avenida,"Vedia, Agustin De",Si,"Vedia, Agustin De Y Rabanal, Francisco, Intendente Av.",4,Point (103794.38334006 96997.15780313),-58.42190745,-34.65633192,Moto-Auto,Moto,Auto,Conductor,Masculino,59,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Tarde
2021-0048,1,2021-06-03,2021,6,3,2024-01-16 09:58:00,9,Capdevilla Y Congreso Av.,Avenida,Capdevila,Si,Capdevila Y Congreso Av.,12,Point (97525.48112402 106595.29222041),-58.49026573,-34.5698141,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,44,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",3,Jueves,Mañana
2021-0049,1,2021-06-03,2021,6,3,2024-01-16 20:30:00,20,"Fernandez De La Cruz, F., Gral. Av. 4000",Avenida,"Fernandez De La Cruz, F., Gral. Av.",No,"Fernandez De La Cruz, F., Gral. Av. 4000",8,Point (100842.91519469 95589.55734164),-58.45410344,-34.66902702,Auto-Auto,Auto,Auto,Conductor,Masculino,74,"Villa Soldati, Villa Riachuelo y Villa Lugano.",3,Jueves,Noche
2021-0050,1,2021-06-10,2021,6,10,2024-01-16 13:30:00,13,Del Libertador Av. 5958,Avenida,Del Libertador Av.,No,Del Libertador Av. 5958,13,Point (101448.53024105 107994.96785043),-58.44751621,-34.55719892,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,56,"Núñez, Belgrano y Colegiales.",3,Jueves,Tarde
2021-0051,1,2021-06-15,2021,6,15,2024-01-16 19:20:00,19,27 De Febrero Av. Y Erezcano Av.,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Erezcano Av.,4,Point (103932.07299582 96584.44861459),-58.42040352,-34.66005171,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,73,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",1,Martes,Noche
2021-0052,1,2021-06-20,2021,6,20,2024-01-16 05:40:00,5,"Paz, Gral. Av. 14723",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 14723",8,Point (97067.24775528 94359.84584291),-58.49530249,-34.68010798,Moto-Objeto Fijo,Moto,Objeto Fijo,Pasajero_Acompañante,Femenino,19,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2021-0053,1,2021-06-20,2021,6,20,2024-01-16 12:00:00,12,Corrientes Av. 5783,Avenida,Corrientes Av.,No,Corrientes Av. 5783,15,Point (101770.58108820 103826.64826158),-58.44399875,-34.5947736,Peaton-Bicicleta,Peaton,Bicicleta,Peaton,Masculino,58,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",6,Domingo,Tarde
2021-0054,1,2021-06-22,2021,6,22,2024-01-16 14:44:00,14,Tabare Y Erezcano,Calle,Tabare,Si,Tabare Y Erezcano,4,Point (103272.79484249 97185.20508662),-58.42759813,-34.65463857,Moto-Cargas,Moto,Cargas,Conductor,Masculino,41,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",1,Martes,Tarde
2021-0055,1,2021-06-29,2021,6,29,2024-01-16 12:20:00,12,Corrientes Av. Y Pueyrredor Av.,Avenida,Corrientes Av.,Si,Corrientes Av. Y Pueyrredon Av.,3,Point (105304.23090859 102739.35602688),-58.40547222,-34.60456293,Moto-Cargas,Moto,Cargas,Pasajero_Acompañante,Masculino,47,Balvanera y San Cristóbal.,1,Martes,Tarde
2021-0056,1,2021-07-09,2021,7,9,2024-01-16 23:25:00,23,"Corrales Y Moreno, Perito Av.",Avenida,Corrales,Si,"Corrales Y Moreno, Perito Av.",4,Point (103535.89012020 97690.49979847),-58.42473018,-34.6500828,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,60,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Noche
2021-0057,1,2021-07-10,2021,7,10,2024-01-16 23:30:00,23,"Au Illia Km 3.2, Altura Cabinas De Peaje",Autopista,Autopista Arturo Illia,No,Autopista  Arturo Illia (Cabina De Peaje),2,Point (106489.89755339 105947.16700228),-58.39257023,-34.57563957,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,46,Recoleta.,5,Sábado,Noche
2021-0058,1,2021-07-21,2021,7,21,2024-01-16 00:40:00,0,Av. Gral. Paz Y Vedia,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Vedia",12,Point (97603.26759351 109241.33811464),-58.48941042,-34.54596153,Peaton-Auto,Peaton,Auto,Peaton,Masculino,24,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",2,Miércoles,Madrugada
